category_id,evaluation_period,evaluation_status,index,name,primary_sector,q01_code_id,q01_compliance,q01_desc,q01_explanation,q01_no,q04_code_id,q04_compliance,q04_desc,q04_explanation,q04_no,q05_code_id,q05_compliance,q05_desc,q05_explanation,q05_no,q06_code_id,q06_compliance,q06_desc,q06_explanation,q06_no,q07_code_id,q07_compliance,q07_desc,q07_explanation,q07_no,q08_code_id,q08_compliance,q08_desc,q08_explanation,q08_no,q09_code_id,q09_compliance,q09_desc,q09_explanation,q09_no,q10_code_id,q10_compliance,q10_desc,q10_explanation,q10_no,q11_code_id,q11_compliance,q11_desc,q11_explanation,q11_no,q12_code_id,q12_compliance,q12_desc,q12_explanation,q12_no,q13_code_id,q13_compliance,q13_desc,q13_explanation,q13_no,q14_code_id,q14_compliance,q14_desc,q14_explanation,q14_no,q15_code_id,q15_compliance,q15_desc,q15_explanation,q15_no,q16_code_id,q16_compliance,q16_desc,q16_explanation,q16_no,q17_code_id,q17_compliance,q17_desc,q17_explanation,q17_no,q19_code_id,q19_compliance,q19_desc,q19_explanation,q19_no,q20_code_id,q20_compliance,q20_desc,q20_explanation,q20_no,q21_code_id,q21_compliance,q21_desc,q21_explanation,q21_no,q24_code_id,q24_compliance,q24_desc,q24_explanation,q24_no,q25_code_id,q25_compliance,q25_desc,q25_explanation,q25_no,q26_code_id,q26_compliance,q26_desc,q26_explanation,q26_no,q27_code_id,q27_compliance,q27_desc,q27_explanation,q27_no,q28_code_id,q28_compliance,q28_desc,q28_explanation,q28_no,q29_code_id,q29_compliance,q29_desc,q29_explanation,q29_no,q30_code_id,q30_compliance,q30_desc,q30_explanation,q30_no,sub_setor,uen
63,Jan 2016 - Dec 2016,Received,1,SINGAPORE ROAD SAFETY COUNCIL,Others,,No,Arethere Board members holding staff appointments?,,1,1.1.6,Complied,"Thereis a maximum term limit of four consecutive years for the Treasurer position (or equivalent, e.g. Finance Committee Chairman).",,4,1.2.1,Complied,Thereare Board committees (or designated Board members) with documented terms of reference.,,5,1.3.1,Complied,"TheBoard meets regularly with a quorum of at least one-third or at least three members, whichever is greater (or as required by the governing instrument).",,6,2.1,Complied,Thereare documented procedures for Board members and staff to declare actual or potential conflicts of interest to the Board.,,7,2.4,Complied,Boardmembers do not vote or participate in decision-making on matters where they have a conflict of interest.,,8,3.1.1,Complied,TheBoard reviews and approves the vision and mission of the charity. They are documented and communicated to its members and the public.,,9,3.2.2,Complied,TheBoard approves and reviews a strategic plan for the charity to ensure that the activities are in line with its objectives.,,10,5.1,Complied,TheBoard approves documented human resource policies for staff.,,11,5.6,Complied,"Thereare systems for regular supervision, appraisal and professional development of staff.",,12,6.1.2,Complied,TheBoard ensures internal control systems for financial matters are in place with documented procedures.,,13,6.1.3,Complied,"TheBoard ensures reviews on the charity’s controls, processes, key programmes and events.",,14,6.2.1,Complied,TheBoard approves an annual budget for the charity’s plans and regularly monitors its expenditure.,,15,6.4.1,NotApplicable,Thecharity discloses its reserves policy in the annual report.,Allreserves are brought forward for road safety programmes and operating cost in the coming year,16,,No,Doesthe charity invest its reserves?,,17,7.2.2,Complied,Donationscollected are properly recorded and promptly deposited by the charity.,,19,8.1,Complied,"Thecharity makes available to its stakeholders an annual report that includes information on its programmes, activities, audited financial statements, Board members and executive management.",,20,,No,AreBoard members remunerated for their Board services?,,21,,Yes,Doesthe charity employ paid staff?,,24,2.2,Complied,Nostaff is involved in setting his or her own remuneration.,,25,8.3,Complied,"Thecharity discloses in its annual report the annual remuneration of its three highest paid staff who each receives remuneration exceeding $100,000, in bands of $100,000. If none of its top three highest paid staff receives more than $100,000 in annual remuneration each, the charity discloses this fact.","Rangebetween $100,000 to $200,000",26,9.1,Complied,"Thecharity accurately portrays its image to its members, donors and the public.",,27,,,,,,,,,,,,,,,,General Charitable Purposes,T09SS0253D
63,Apr 2016 - Mar 2017,Received,1,SkillsFuture Jubilee Fund,Others,,Yes,Arethere Board members holding staff appointments?,"Forthe period 1 Apr 2016 to 2 Oct 2016, and 3 Oct 2016 to 31 Mar 2017, the WDA Board and SSG Board functioned as the Governing Board for the administration of the SkillsFuture Jubilee Fund respectively. CE/WDA (and subsequently CE/SSG) was an ex-officio member of the Board, and hence also a board member of the Fund.",1,1.1.2,Complied,"Ifthe governing instrument permits staff to become Board members, they should comprise not more than one-third of the Board.",,2,1.1.2,Complied,Staffdoes not chair the Board.,,3,1.1.6,Complied,"Thereis a maximum term limit of four consecutive years for the Treasurer position (or equivalent, e.g. Finance Committee Chairman).",,4,1.2.1,Complied,Thereare Board committees (or designated Board members) with documented terms of reference.,,5,1.3.1,Complied,"TheBoard meets regularly with a quorum of at least one-third or at least three members, whichever is greater (or as required by the governing instrument).",,6,2.1,Complied,Thereare documented procedures for Board members and staff to declare actual or potential conflicts of interest to the Board.,,7,2.4,Complied,Boardmembers do not vote or participate in decision-making on matters where they have a conflict of interest.,,8,3.1.1,Complied,TheBoard reviews and approves the vision and mission of the charity. They are documented and communicated to its members and the public.,,9,3.2.2,Complied,TheBoard approves and reviews a strategic plan for the charity to ensure that the activities are in line with its objectives.,,10,5.1,NotApplicable,TheBoard approves documented human resource policies for staff.,"Thereare no EOM or OOE funded from the Fund. Hence, not applicable.",11,5.6,NotApplicable,"Thereare systems for regular supervision, appraisal and professional development of staff.","Thereare no EOM or OOE funded from the Fund. Hence, not applicable.",12,6.1.2,Complied,TheBoard ensures internal control systems for financial matters are in place with documented procedures.,,13,6.1.3,Complied,"TheBoard ensures reviews on the charity’s controls, processes, key programmes and events.",,14,6.2.1,Complied,TheBoard approves an annual budget for the charity’s plans and regularly monitors its expenditure.,,15,6.4.1,Complied,Thecharity discloses its reserves policy in the annual report.,,16,,No,Doesthe charity invest its reserves?,,17,7.2.2,Complied,Donationscollected are properly recorded and promptly deposited by the charity.,,19,8.1,Complied,"Thecharity makes available to its stakeholders an annual report that includes information on its programmes, activities, audited financial statements, Board members and executive management.",,20,,No,AreBoard members remunerated for their Board services?,,21,,No,Doesthe charity employ paid staff?,,24,9.1,Complied,"Thecharity accurately portrays its image to its members, donors and the public.",,27,,,,,,,,,,,,,,,,General Charitable Purposes,T15CC0002L
63,Jun 2016 - May 2017,Received,1,SymAsia Singapore Fund,Others,,No,Arethere Board members holding staff appointments?,,1,1.1.6,NotApplicable,"Thereis a maximum term limit of four consecutive years for the Treasurer position (or equivalent, e.g. Finance Committee Chairman).","AsSSF is not an operational charity, no treasurer is needed.",4,1.1.10,Complied,TheBoard conducts regular self-evaluation to assess its performance and effectiveness.,,5,1.2.1,Complied,Thereare Board committees (or designated Board members) with documented terms of reference.,,6,1.3.1,Complied,"TheBoard meets regularly with a quorum of at least one-third or at least three members, whichever is greater (or as required by the governing instrument).",,7,2.1,Complied,Thereare documented procedures for Board members and staff to declare actual or potential conflicts of interest to the Board.,,8,2.4,Complied,Boardmembers do not vote or participate in decision-making on matters where they have a conflict of interest.,,9,3.1.1,Complied,TheBoard reviews and approves the vision and mission of the charity. They are documented and communicated to its members and the public.,,10,3.2.2,NotApplicable,TheBoard approves and reviews a strategic plan for the charity to ensure that the activities are in line with its objectives.,"AsSSF is not an operational charity, there is no strategic planning for the foundation.",11,5.1,Complied,TheBoard approves documented human resource policies for staff.,,12,5.6,Complied,"Thereare systems for regular supervision, appraisal and professional development of staff.",,13,5.11,Complied,Thereis a system to address grievances and resolve conflicts.,,14,6.1.2,Complied,TheBoard ensures internal control systems for financial matters are in place with documented procedures.,,15,6.1.3,Complied,"TheBoard ensures reviews on the charity’s controls, processes, key programmes and events.",,16,6.2.1,NotApplicable,TheBoard approves an annual budget for the charity’s plans and regularly monitors its expenditure.,"Asthe costs of SSF are borne by Credit Suisse AG, SSF does not perform annual budgeting.",17,6.4.1,NotApplicable,Thecharity discloses its reserves policy in the annual report.,"AsSSF is not an operational charity, there is no reserve policy.",18,,No,Doesthe charity invest its reserves?,,19,7.2.2,NotApplicable,Donationscollected are properly recorded and promptly deposited by the charity.,"AsSSF is not an operational charity, there are no fund raising activities.",21,8.1,Complied,"Thecharity makes available to its stakeholders an annual report that includes information on its programmes, activities, audited financial statements, Board members and executive management.",,22,,No,AreBoard members remunerated for their Board services?,,23,,No,Doesthe charity employ paid staff?,,26,9.1,Complied,"Thecharity accurately portrays its image to its members, donors and the public.",,29,,,,,,,,,,,,,,,,General Charitable Purposes,T11CC0001F
63,Jan 2016 - Dec 2016,Received,1,Tai Pei Foundation,Others,,Yes,Arethere Board members holding staff appointments?,,1,1.1.2,Complied,"Ifthe governing instrument permits staff to become Board members, they should comprise not more than one-third of the Board.",,2,1.1.2,Complied,Staffdoes not chair the Board.,,3,1.1.6,Complied,"Thereis a maximum term limit of four consecutive years for the Treasurer position (or equivalent, e.g. Finance Committee Chairman).",,4,1.2.1,Complied,Thereare Board committees (or designated Board members) with documented terms of reference.,,5,1.3.1,Complied,"TheBoard meets regularly with a quorum of at least one-third or at least three members, whichever is greater (or as required by the governing instrument).",,6,2.1,Complied,Thereare documented procedures for Board members and staff to declare actual or potential conflicts of interest to the Board.,,7,2.2,Complied,NoBoard member or staff is involved in setting his or her own remuneration.,,8,2.4,Complied,Boardmembers do not vote or participate in decision-making on matters where they have a conflict of interest.,,9,3.1.1,Complied,TheBoard reviews and approves the vision and mission of the charity. They are documented and communicated to its members and the public.,,10,5.1,Complied,TheBoard approves documented human resource policies for staff.,,11,6.1.2,Complied,TheBoard ensures internal control systems for financial matters are in place with documented procedures.,,12,6.1.3,Complied,"TheBoard ensures reviews on the charity’s controls, processes, key programmes and events.",,13,6.2.1,Complied,TheBoard approves an annual budget for the charity’s plans and regularly monitors its expenditure.,,14,6.4.1,Complied,Thecharity discloses its reserves policy in the annual report.,,15,,No,Doesthe charity invest its reserves?,,16,7.2.2,Complied,Donationscollected are properly recorded and promptly deposited by the charity.,,18,8.1,Complied,"Thecharity makes available to its stakeholders an annual report that includes information on its programmes, activities, audited financial statements, Board members and executive management.",,19,9.1,Complied,"Thecharity accurately portrays its image to its members, donors and the public.",,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,General Charitable Purposes,S85SS0100L
63,Jan 2016 - Dec 2016,Received,1,TALENTTRUST LIMITED,Others,,No,Arethere Board members holding staff appointments?,,1,1.1.6,Complied,"Thereis a maximum term limit of four consecutive years for the Treasurer position (or equivalent, e.g. Finance Committee Chairman).",,4,1.2.1,Complied,Thereare Board committees (or designated Board members) with documented terms of reference.,,5,1.3.1,Complied,"TheBoard meets regularly with a quorum of at least one-third or at least three members, whichever is greater (or as required by the governing instrument).",,6,2.1,Complied,Thereare documented procedures for Board members and staff to declare actual or potential conflicts of interest to the Board.,,7,2.2,Complied,NoBoard member or staff is involved in setting his or her own remuneration.,,8,2.4,Complied,Boardmembers do not vote or participate in decision-making on matters where they have a conflict of interest.,,9,3.1.1,Complied,TheBoard reviews and approves the vision and mission of the charity. They are documented and communicated to its members and the public.,,10,5.1,Complied,TheBoard approves documented human resource policies for staff.,,11,6.1.2,Complied,TheBoard ensures internal control systems for financial matters are in place with documented procedures.,,12,6.1.3,Complied,"TheBoard ensures reviews on the charity’s controls, processes, key programmes and events.",,13,6.2.1,Complied,TheBoard approves an annual budget for the charity’s plans and regularly monitors its expenditure.,,14,6.4.1,NotComplied,Thecharity discloses its reserves policy in the annual report.,"Thecharity is in in the process of formulating its reserve policy. In the interim, the Board and management performs monthly review on the amount of reserves remaining to ensure that they are adequate to fulfil the continuing obligations of the charity.",15,,No,Doesthe charity invest its reserves?,,16,7.2.2,Complied,Donationscollected are properly recorded and promptly deposited by the charity.,,18,8.1,Complied,"Thecharity makes available to its stakeholders an annual report that includes information on its programmes, activities, audited financial statements, Board members and executive management.",,19,9.1,Complied,"Thecharity accurately portrays its image to its members, donors and the public.",,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,General Charitable Purposes,201430501R
63,Jan 2016 - Dec 2016,Late,1,TANOTO FOUNDATION,Others,,No,Arethere Board members holding staff appointments?,,1,1.1.6,NotApplicable,"Thereis a maximum term limit of four consecutive years for the Treasurer position (or equivalent, e.g. Finance Committee Chairman).",Nopaid key management position relating to role of treasurer or equivalent.,4,1.2.1,NotApplicable,Thereare Board committees (or designated Board members) with documented terms of reference.,"Operationis not on a big scale, hence no specific division of responsibilities.",5,1.3.1,Complied,"TheBoard meets regularly with a quorum of at least one-third or at least three members, whichever is greater (or as required by the governing instrument).",,6,2.1,Complied,Thereare documented procedures for Board members and staff to declare actual or potential conflicts of interest to the Board.,,7,2.4,Complied,Boardmembers do not vote or participate in decision-making on matters where they have a conflict of interest.,,8,3.1.1,Complied,TheBoard reviews and approves the vision and mission of the charity. They are documented and communicated to its members and the public.,,9,3.2.2,Complied,TheBoard approves and reviews a strategic plan for the charity to ensure that the activities are in line with its objectives.,,10,5.1,Complied,TheBoard approves documented human resource policies for staff.,,11,5.6,Complied,"Thereare systems for regular supervision, appraisal and professional development of staff.",,12,6.1.2,Complied,TheBoard ensures internal control systems for financial matters are in place with documented procedures.,,13,6.1.3,Complied,"TheBoard ensures reviews on the charity’s controls, processes, key programmes and events.",,14,6.2.1,Complied,TheBoard approves an annual budget for the charity’s plans and regularly monitors its expenditure.,,15,6.4.1,NotApplicable,Thecharity discloses its reserves policy in the annual report.,TheFoundation does not have a reserve policy. All donations are distributed to the Foundation's charitable causes during the year with minimal surplus retained.,16,,No,Doesthe charity invest its reserves?,,17,7.2.2,Complied,Donationscollected are properly recorded and promptly deposited by the charity.,,19,8.1,Complied,"Thecharity makes available to its stakeholders an annual report that includes information on its programmes, activities, audited financial statements, Board members and executive management.",,20,,No,AreBoard members remunerated for their Board services?,,21,,Yes,Doesthe charity employ paid staff?,,24,2.2,Complied,Nostaff is involved in setting his or her own remuneration.,,25,8.3,Complied,"Thecharity discloses in its annual report the annual remuneration of its three highest paid staff who each receives remuneration exceeding $100,000, in bands of $100,000. If none of its top three highest paid staff receives more than $100,000 in annual remuneration each, the charity discloses this fact.","TheCharity has only 1 full time staff with a remuneration of less than $100,000 and this has been disclosed in the Annual Report and Financial Statement.",26,9.1,Complied,"Thecharity accurately portrays its image to its members, donors and the public.",,27,,,,,,,,,,,,,,,,General Charitable Purposes,200102735H
63,Apr 2016 - Mar 2017,Received,1,TEMASEK FOUNDATION NURTURES CLG LIMITED,Others,,No,Arethere Board members holding staff appointments?,,1,1.1.6,NotApplicable,"Thereis a maximum term limit of four consecutive years for the Treasurer position (or equivalent, e.g. Finance Committee Chairman).","TheBoard collectively reviews & approves financial matters, including budget & audited accounts.",4,1.2.1,Complied,Thereare Board committees (or designated Board members) with documented terms of reference.,,5,1.3.1,Complied,"TheBoard meets regularly with a quorum of at least one-third or at least three members, whichever is greater (or as required by the governing instrument).",,6,2.1,Complied,Thereare documented procedures for Board members and staff to declare actual or potential conflicts of interest to the Board.,,7,2.4,Complied,Boardmembers do not vote or participate in decision-making on matters where they have a conflict of interest.,,8,3.1.1,Complied,TheBoard reviews and approves the vision and mission of the charity. They are documented and communicated to its members and the public.,,9,3.2.2,Complied,TheBoard approves and reviews a strategic plan for the charity to ensure that the activities are in line with its objectives.,,10,5.1,NotApplicable,TheBoard approves documented human resource policies for staff.,TFNurtures does not employ staff. Management & administrative functions are outsourced.,11,5.6,NotApplicable,"Thereare systems for regular supervision, appraisal and professional development of staff.",TFNurtures does not employ staff. Management & administrative functions are outsourced.,12,6.1.2,Complied,TheBoard ensures internal control systems for financial matters are in place with documented procedures.,,13,6.1.3,Complied,"TheBoard ensures reviews on the charity’s controls, processes, key programmes and events.",,14,6.2.1,Complied,TheBoard approves an annual budget for the charity’s plans and regularly monitors its expenditure.,,15,6.4.1,NotApplicable,Thecharity discloses its reserves policy in the annual report.,TFNurtures does not have reserves.,16,,No,Doesthe charity invest its reserves?,,17,7.2.2,Complied,Donationscollected are properly recorded and promptly deposited by the charity.,TFNurtures does not receive cash donations & does not do any public fund-raising.,19,8.1,Complied,"Thecharity makes available to its stakeholders an annual report that includes information on its programmes, activities, audited financial statements, Board members and executive management.",,20,,No,AreBoard members remunerated for their Board services?,,21,,No,Doesthe charity employ paid staff?,,24,9.1,Complied,"Thecharity accurately portrays its image to its members, donors and the public.",,27,,,,,,,,,,,,,,,,,,,,,,,,,,General Charitable Purposes,201108956W
63,Apr 2016 - Mar 2017,Received,1,TEMASEK LIFE SCIENCES LABORATORY LIMITED,Others,,Yes,Arethere Board members holding staff appointments?,,1,1.1.2,Complied,"Ifthe governing instrument permits staff to become Board members, they should comprise not more than one-third of the Board.",,2,1.1.2,Complied,Staffdoes not chair the Board.,,3,1.1.6,NotApplicable,"Thereis a maximum term limit of four consecutive years for the Treasurer position (or equivalent, e.g. Finance Committee Chairman).",Nosuch equivalent position in the Company,4,1.1.10,Complied,TheBoard conducts regular self-evaluation to assess its performance and effectiveness.,,5,1.2.1,Complied,Thereare Board committees (or designated Board members) with documented terms of reference.,,6,1.3.1,Complied,"TheBoard meets regularly with a quorum of at least one-third or at least three members, whichever is greater (or as required by the governing instrument).",,7,2.1,Complied,Thereare documented procedures for Board members and staff to declare actual or potential conflicts of interest to the Board.,,8,2.4,Complied,Boardmembers do not vote or participate in decision-making on matters where they have a conflict of interest.,,9,3.1.1,Complied,TheBoard reviews and approves the vision and mission of the charity. They are documented and communicated to its members and the public.,,10,3.2.2,Complied,TheBoard approves and reviews a strategic plan for the charity to ensure that the activities are in line with its objectives.,,11,5.1,Complied,TheBoard approves documented human resource policies for staff.,,12,5.6,Complied,"Thereare systems for regular supervision, appraisal and professional development of staff.",,13,5.11,Complied,Thereis a system to address grievances and resolve conflicts.,,14,6.1.2,Complied,TheBoard ensures internal control systems for financial matters are in place with documented procedures.,,15,6.1.3,Complied,"TheBoard ensures reviews on the charity’s controls, processes, key programmes and events.",,16,6.2.1,Complied,TheBoard approves an annual budget for the charity’s plans and regularly monitors its expenditure.,,17,6.4.1,Complied,Thecharity discloses its reserves policy in the annual report.,,18,,No,Doesthe charity invest its reserves?,,19,7.2.2,Complied,Donationscollected are properly recorded and promptly deposited by the charity.,,21,8.1,Complied,"Thecharity makes available to its stakeholders an annual report that includes information on its programmes, activities, audited financial statements, Board members and executive management.",,22,,No,AreBoard members remunerated for their Board services?,,23,,Yes,Doesthe charity employ paid staff?,,26,2.2,Complied,Nostaff is involved in setting his or her own remuneration.,,27,8.3,Complied,"Thecharity discloses in its annual report the annual remuneration of its three highest paid staff who each receives remuneration exceeding $100,000, in bands of $100,000. If none of its top three highest paid staff receives more than $100,000 in annual remuneration each, the charity discloses this fact.",,28,General Charitable Purposes,200201200K
63,Apr 2016 - Mar 2017,Received,1,THE COMMUNITY FOUNDATION OF SINGAPORE,Others,,No,Arethere Board members holding staff appointments?,,1,1.1.6,Complied,"Thereis a maximum term limit of four consecutive years for the Treasurer position (or equivalent, e.g. Finance Committee Chairman).",,4,1.2.1,Complied,Thereare Board committees (or designated Board members) with documented terms of reference.,,5,1.3.1,Complied,"TheBoard meets regularly with a quorum of at least one-third or at least three members, whichever is greater (or as required by the governing instrument).",,6,2.1,Complied,Thereare documented procedures for Board members and staff to declare actual or potential conflicts of interest to the Board.,,7,2.4,Complied,Boardmembers do not vote or participate in decision-making on matters where they have a conflict of interest.,,8,3.1.1,Complied,TheBoard reviews and approves the vision and mission of the charity. They are documented and communicated to its members and the public.,,9,3.2.2,Complied,TheBoard approves and reviews a strategic plan for the charity to ensure that the activities are in line with its objectives.,,10,5.1,Complied,TheBoard approves documented human resource policies for staff.,,11,5.6,Complied,"Thereare systems for regular supervision, appraisal and professional development of staff.",,12,6.1.2,Complied,TheBoard ensures internal control systems for financial matters are in place with documented procedures.,,13,6.1.3,Complied,"TheBoard ensures reviews on the charity’s controls, processes, key programmes and events.",,14,6.2.1,Complied,TheBoard approves an annual budget for the charity’s plans and regularly monitors its expenditure.,,15,6.4.1,Complied,Thecharity discloses its reserves policy in the annual report.,,16,,Yes,Doesthe charity invest its reserves?,,17,6.4.4,Complied,"Thecharity invests its reserves in accordance with an investment policy approved by the Board. It obtains advice from qualified professional advisors, if deemed necessary by the Board.",,18,7.2.2,Complied,Donationscollected are properly recorded and promptly deposited by the charity.,,19,8.1,Complied,"Thecharity makes available to its stakeholders an annual report that includes information on its programmes, activities, audited financial statements, Board members and executive management.",,20,,No,AreBoard members remunerated for their Board services?,,21,,Yes,Doesthe charity employ paid staff?,,24,2.2,Complied,Nostaff is involved in setting his or her own remuneration.,,25,8.3,Complied,"Thecharity discloses in its annual report the annual remuneration of its three highest paid staff who each receives remuneration exceeding $100,000, in bands of $100,000. If none of its top three highest paid staff receives more than $100,000 in annual remuneration each, the charity discloses this fact.",,26,9.1,Complied,"Thecharity accurately portrays its image to its members, donors and the public.",,27,,,,,,,,,,,General Charitable Purposes,200817758M
63,Apr 2016 - Mar 2017,Received,1,THE COMMUNITY JUSTICE CENTRE LIMITED,Others,,No,Arethere Board members holding staff appointments?,,1,1.1.6,Complied,"Thereis a maximum term limit of four consecutive years for the Treasurer position (or equivalent, e.g. Finance Committee Chairman).",,4,1.2.1,Complied,Thereare Board committees (or designated Board members) with documented terms of reference.,,5,1.3.1,Complied,"TheBoard meets regularly with a quorum of at least one-third or at least three members, whichever is greater (or as required by the governing instrument).",,6,2.1,Complied,Thereare documented procedures for Board members and staff to declare actual or potential conflicts of interest to the Board.,,7,2.4,Complied,Boardmembers do not vote or participate in decision-making on matters where they have a conflict of interest.,,8,3.1.1,Complied,TheBoard reviews and approves the vision and mission of the charity. They are documented and communicated to its members and the public.,,9,3.2.2,Complied,TheBoard approves and reviews a strategic plan for the charity to ensure that the activities are in line with its objectives.,,10,5.1,Complied,TheBoard approves documented human resource policies for staff.,,11,5.6,Complied,"Thereare systems for regular supervision, appraisal and professional development of staff.",,12,6.1.2,Complied,TheBoard ensures internal control systems for financial matters are in place with documented procedures.,,13,6.1.3,Complied,"TheBoard ensures reviews on the charity’s controls, processes, key programmes and events.",,14,6.2.1,Complied,TheBoard approves an annual budget for the charity’s plans and regularly monitors its expenditure.,,15,6.4.1,Complied,Thecharity discloses its reserves policy in the annual report.,,16,,No,Doesthe charity invest its reserves?,,17,7.2.2,Complied,Donationscollected are properly recorded and promptly deposited by the charity.,,19,8.1,Complied,"Thecharity makes available to its stakeholders an annual report that includes information on its programmes, activities, audited financial statements, Board members and executive management.",,20,,No,AreBoard members remunerated for their Board services?,,21,,Yes,Doesthe charity employ paid staff?,,24,2.2,Complied,Nostaff is involved in setting his or her own remuneration.,,25,8.3,Complied,"Thecharity discloses in its annual report the annual remuneration of its three highest paid staff who each receives remuneration exceeding $100,000, in bands of $100,000. If none of its top three highest paid staff receives more than $100,000 in annual remuneration each, the charity discloses this fact.",,26,9.1,Complied,"Thecharity accurately portrays its image to its members, donors and the public.",,27,,,,,,,,,,,,,,,,General Charitable Purposes,201231446R
63,Apr 2016 - Mar 2017,Received,1,The GZ Charitable Trust,Others,,No,Arethere Board members holding staff appointments?,,1,1.1.6,Complied,"Thereis a maximum term limit of four consecutive years for the Treasurer position (or equivalent, e.g. Finance Committee Chairman).",,4,1.2.1,Complied,Thereare Board committees (or designated Board members) with documented terms of reference.,,5,1.3.1,Complied,"TheBoard meets regularly with a quorum of at least one-third or at least three members, whichever is greater (or as required by the governing instrument).",,6,2.1,Complied,Thereare documented procedures for Board members and staff to declare actual or potential conflicts of interest to the Board.,"Documentedas Clause 10.3 of the Trust Instrument, dated 7 Feb 2014.",7,2.2,Complied,NoBoard member or staff is involved in setting his or her own remuneration.,,8,2.4,Complied,Boardmembers do not vote or participate in decision-making on matters where they have a conflict of interest.,,9,3.1.1,Complied,TheBoard reviews and approves the vision and mission of the charity. They are documented and communicated to its members and the public.,,10,5.1,NotApplicable,TheBoard approves documented human resource policies for staff.,Thereare no staff for the charity,11,6.1.2,Complied,TheBoard ensures internal control systems for financial matters are in place with documented procedures.,,12,6.1.3,Complied,"TheBoard ensures reviews on the charity’s controls, processes, key programmes and events.",,13,6.2.1,Complied,TheBoard approves an annual budget for the charity’s plans and regularly monitors its expenditure.,,14,6.4.1,NotApplicable,Thecharity discloses its reserves policy in the annual report.,Noreserves are held at present,15,,No,Doesthe charity invest its reserves?,,16,7.2.2,Complied,Donationscollected are properly recorded and promptly deposited by the charity.,,18,8.1,Complied,"Thecharity makes available to its stakeholders an annual report that includes information on its programmes, activities, audited financial statements, Board members and executive management.",,19,9.1,Complied,"Thecharity accurately portrays its image to its members, donors and the public.",,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,General Charitable Purposes,T14CC0005E
63,May 2016 - Apr 2017,Late,1,THE HAGUE INTERNATIONAL MODEL UNITED NATIONS LIMITED,Others,,No,Arethere Board members holding staff appointments?,,1,1.1.6,Complied,"Thereis a maximum term limit of four consecutive years for the Treasurer position (or equivalent, e.g. Finance Committee Chairman).",,4,1.2.1,NotComplied,Thereare Board committees (or designated Board members) with documented terms of reference.,Smallsize Board.,5,1.3.1,Complied,"TheBoard meets regularly with a quorum of at least one-third or at least three members, whichever is greater (or as required by the governing instrument).",,6,2.1,NotApplicable,Thereare documented procedures for Board members and staff to declare actual or potential conflicts of interest to the Board.,Smallsize Board and no employed staff.,7,2.2,Complied,NoBoard member or staff is involved in setting his or her own remuneration.,,8,2.4,Complied,Boardmembers do not vote or participate in decision-making on matters where they have a conflict of interest.,,9,3.1.1,NotApplicable,TheBoard reviews and approves the vision and mission of the charity. They are documented and communicated to its members and the public.,Theprincipal activity of the Charity is organising conferences (educational) and it has no donors.,10,5.1,NotApplicable,TheBoard approves documented human resource policies for staff.,TheCharity has no employed staff.,11,6.1.2,NotApplicable,TheBoard ensures internal control systems for financial matters are in place with documented procedures.,Theaccounts are audited annually by external auditors,12,6.1.3,NotApplicable,"TheBoard ensures reviews on the charity’s controls, processes, key programmes and events.",Smallsize Charity and does not have donors.,13,6.2.1,Complied,TheBoard approves an annual budget for the charity’s plans and regularly monitors its expenditure.,,14,6.4.1,NotApplicable,Thecharity discloses its reserves policy in the annual report.,TheCharity does not have donors.,15,,No,Doesthe charity invest its reserves?,,16,7.2.2,NotApplicable,Donationscollected are properly recorded and promptly deposited by the charity.,TheCharity does not have donors.,18,8.1,Complied,"Thecharity makes available to its stakeholders an annual report that includes information on its programmes, activities, audited financial statements, Board members and executive management.",,19,9.1,NotApplicable,"Thecharity accurately portrays its image to its members, donors and the public.",TheCharity does not have donors.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,General Charitable Purposes,200507109D
